,Edits,Name,date,url,category
2,1277,Christine O'Donnell,2010-09,https://en.wikipedia.org/wiki/Christine%20O'Donnell,"['1969 births', '21st-century American politicians', '21st-century American women politicians', 'American people of Irish descent', 'American people of Italian descent', 'American politicians of Italian descent', 'American political commentators', 'American anti-abortion activists', 'American women activists', 'Candidates in the 2006 United States elections', 'Candidates in the 2008 United States elections', 'Candidates in the 2010 United States elections', 'College Republicans', 'Delaware Republicans', 'Fairleigh Dickinson University alumni', 'Living people', 'Moorestown High School alumni', 'People from Moorestown, New Jersey', 'Politicians from Philadelphia', 'People from Wilmington, Delaware', 'Tea Party movement activists', 'Women in Delaware politics', 'Catholics from Delaware', 'Catholics from Pennsylvania', 'Catholics from New Jersey']"
3,984,Dancing with the Stars (American season 11),2010-09,https://en.wikipedia.org/wiki/Dancing%20with%20the%20Stars%20(American%20season%2011),"['Dancing with the Stars (American TV series)', '2010 American television seasons']"
4,914,2010 US Open (tennis),2010-09,https://en.wikipedia.org/wiki/2010%20US%20Open%20(tennis),"['2010 US Open Series', '2010 US Open (tennis)', 'US Open (tennis) by year', '2010 in tennis', '2010 in American tennis', '2010 in sports in New York City', 'August 2010 sports events in the United States', 'September 2010 sports events in the United States']"
5,908,History of role-playing video games,2010-09,https://en.wikipedia.org/wiki/History%20of%20role-playing%20video%20games,"['Role-playing video games', 'Video game genres', 'Video game terminology']"
0,2710,2010 Copiapó mining accident,2010-10,https://en.wikipedia.org/wiki/2010%20Copiap%C3%B3%20mining%20accident,"['2010 Copiapó mining accident', 'Mining disasters in Chile', '2010 in Chile', '2010 mining disasters', 'Mining rescues', 'Labor in Chile', 'History of Atacama Region', 'August 2010 events in South America', 'Modern history of Chile']"
2,1204,2010 Atlantic hurricane season,2010-10,https://en.wikipedia.org/wiki/2010%20Atlantic%20hurricane%20season,"['2010 Atlantic hurricane season', 'Atlantic hurricane seasons', 'Tropical cyclones in 2010']"
3,1096,Dancing with the Stars (American season 11),2010-10,https://en.wikipedia.org/wiki/Dancing%20with%20the%20Stars%20(American%20season%2011),"['Dancing with the Stars (American TV series)', '2010 American television seasons']"
4,1083,Ezra Pound,2010-10,https://en.wikipedia.org/wiki/Ezra%20Pound,"['Ezra Pound', '1885 births', '1972 deaths', '20th-century American essayists', '20th-century American male musicians', '20th-century American male writers', '20th-century American poets', '20th-century translators', 'American anti-capitalists', 'American anti-communists', 'American art critics', 'American art historians', 'American classical composers', 'American collaborators with Fascist Italy', 'American collaborators with Nazi Germany', 'American conspiracy theorists', 'American cultural critics', 'American expatriates in England', 'American expatriates in France', 'American expatriates in Italy', 'American fascists', 'American historians', 'American literary critics', 'American magazine editors', 'American male classical composers', 'American male essayists', 'American male non-fiction writers', 'American modernist poets', 'American opera composers', 'American pamphleteers', 'American people of English descent', 'American prisoners and detainees', 'American sinologists', 'American social crediters', 'American translators', 'American white supremacists', 'Anti-Masonry', 'Antisemitism in Italy', 'Bollingen Prize recipients', 'Burials at Isola di San Michele', 'Chinese–English translators', 'Deaths from bowel obstruction', 'English-language poets', 'Epic poets', 'Fascist writers', 'Hamilton College (New York) alumni', 'Historians of philosophy', 'Imagists', 'Literary theorists', 'Lost Generation writers', 'Male opera composers', 'Nazi propagandists', 'People declared mentally unfit for court', 'People from Cheltenham, Pennsylvania', 'People from Felpham', 'People from Hailey, Idaho', 'People of the Italian Social Republic', 'People with bipolar disorder', 'People with narcissistic personality disorder', 'Philosophers of art', 'Philosophers of economics', 'Philosophers of history', 'Philosophers of language', 'Philosophers of social science', 'Political philosophers', 'Prisoners and detainees of the United States military', 'Social critics', 'Social philosophers', 'Theorists on Western civilization', 'Translators to English', 'University of Pennsylvania alumni', 'Vorticists', 'Wabash College faculty', 'Wadsworth family', 'Writers about activism and social change', 'Writers from Idaho', 'People from Idaho', 'Writers from Philadelphia']"
5,1083,The X Factor (British series 7),2010-10,https://en.wikipedia.org/wiki/The%20X%20Factor%20(British%20series%207),"['The X Factor (British TV series)', '2010 in British music', '2010 British television seasons', 'The X Factor seasons']"
0,1719,Harry Potter and the Deathly Hallows – Part 1,2010-11,https://en.wikipedia.org/wiki/Harry%20Potter%20and%20the%20Deathly%20Hallows%20%E2%80%93%20Part%201,"['2010 films', '2010 fantasy films', '2010s fantasy adventure films', '2010s road movies', 'American fantasy adventure films', 'American sequel films', 'British fantasy adventure films', 'British sequel films', ""Children's fantasy films"", ""Films about coups d'état"", 'Films about totalitarianism', 'Films directed by David Yates', 'Films produced by David Barron', 'Films produced by David Heyman', 'Films produced by J. K. Rowling', 'Films scored by Alexandre Desplat', 'Films set in 1997', 'Films set in Gloucestershire', 'Films set in London', 'Films set in Scotland', 'Films shot at Pinewood Studios', 'Films shot in Germany', 'Films shot in Bavaria', 'Films shot in Buckinghamshire', 'Films shot in Hertfordshire', 'Films shot in London', 'Films shot in Merseyside', 'Films shot in North Yorkshire', 'Films shot in Pembrokeshire', 'Films shot in Suffolk', 'Films with screenplays by Steve Kloves', 'Harry Potter (film series)', 'Heyday Films films', 'High fantasy films', 'IMAX films', 'Warner Bros. films', '2010s English-language films']"
2,1045,All Day (Girl Talk album),2010-11,https://en.wikipedia.org/wiki/All%20Day%20(Girl%20Talk%20album),"['2010 albums', 'Girl Talk (musician) albums', 'Albums free for download by copyright owner', 'Illegal Art albums']"
3,971,United States diplomatic cables leak,2010-11,https://en.wikipedia.org/wiki/United%20States%20diplomatic%20cables%20leak,"['United States diplomatic cables leak', '2010 in international relations', '2011 in international relations', '2010 scandals', '2011 scandals', 'Classified documents', 'Classified information in the United States', 'Diplomatic incidents', 'Information published by WikiLeaks', 'United States documents', 'The Guardian', 'The New York Times', 'News leaks', 'Criticism of the United States', 'Foreign relations of the United States', 'November 2010 events', 'September 2011 events', 'Triad (organized crime)']"
4,948,Dancing with the Stars (American season 11),2010-11,https://en.wikipedia.org/wiki/Dancing%20with%20the%20Stars%20(American%20season%2011),"['Dancing with the Stars (American TV series)', '2010 American television seasons']"
5,926,Bombardment of Yeonpyeong,2010-11,https://en.wikipedia.org/wiki/Bombardment%20of%20Yeonpyeong,"['Yellow Sea', '2010 in North Korea', '2010 in South Korea', 'Conflicts in 2010', 'North Korea–South Korea relations', 'Lee Myung-bak Government', 'November 2010 events in Asia', 'November 2010 events in South Korea']"
1,1284,Julian Assange,2010-12,https://en.wikipedia.org/wiki/Julian%20Assange,"['Julian Assange', '1971 births', '21st-century Australian male writers', 'Activists from Melbourne', 'Australian computer programmers', 'Australian editors', 'Australian expatriates in the United Kingdom', 'Australian founders', 'Australian libertarians', 'Australian publishers (people)', 'Australian whistleblowers', 'Australia–United States relations', 'Central Queensland University alumni', 'Cypherpunks', 'Freedom of information activists', 'Hackers', 'Inmates of HM Prison Belmarsh', 'Internet activists', 'Living people', 'Media critics', 'Open content activists', 'People associated with Russian interference in the 2016 United States elections', 'People associated with the 2016 United States presidential election', 'People from Townsville', 'People who lost citizenship', 'People with Asperger syndrome', 'Political party founders', 'Prisoners and detainees of England and Wales', 'RT (TV network) people', 'United Kingdom–United States relations', 'University of Melbourne alumni', 'WikiLeaks']"
2,1191,United States diplomatic cables leak,2010-12,https://en.wikipedia.org/wiki/United%20States%20diplomatic%20cables%20leak,"['United States diplomatic cables leak', '2010 in international relations', '2011 in international relations', '2010 scandals', '2011 scandals', 'Classified documents', 'Classified information in the United States', 'Diplomatic incidents', 'Information published by WikiLeaks', 'United States documents', 'The Guardian', 'The New York Times', 'News leaks', 'Criticism of the United States', 'Foreign relations of the United States', 'November 2010 events', 'September 2011 events', 'Triad (organized crime)']"
3,1159,WikiLeaks,2010-12,https://en.wikipedia.org/wiki/WikiLeaks,"['2006 establishments in Australia', 'Applications of cryptography', 'Classified documents', 'Espionage', 'Information sensitivity', 'Internet censorship by organization', 'Internet leaks', 'Internet properties established in 2006', 'Internet services shut down by a legal challenge', 'MediaWiki websites', 'National security', 'News leaks', 'Online archives', 'Online organizations', 'Open government', 'Organizations associated with Russian interference in the 2016 United States elections', 'Organizations established in 2006', 'Whistleblowing', 'WikiLeaks']"
4,1124,Tron: Legacy,2010-12,https://en.wikipedia.org/wiki/Tron:%20Legacy,"['2010 films', '2010 3D films', '2010 science fiction action films', '2010s science fiction adventure films', 'American sequel films', 'American 3D films', 'American chase films', 'American science fiction action films', 'American science fiction adventure films', 'Cyberpunk films', 'Films about computing', 'Films about computer and internet entrepreneurs', 'Films about telepresence', 'Films about video games', 'Films about virtual reality', 'Films directed by Joseph Kosinski', 'Films set in 1989', 'Films set in 2010', 'Films shot in Vancouver', 'Genocide in fiction', 'IMAX films', 'Films using motion capture', 'Religion in science fiction', 'Tron films', 'Walt Disney Pictures films', 'Works set in computers', 'Films about computer hacking', '2010 directorial debut films', ""Films about coups d'état"", 'Films about father–son relationships', 'Legacy sequels', '2010s English-language films']"
5,921,Painted turtle,2010-12,https://en.wikipedia.org/wiki/Painted%20turtle,"['IUCN Red List least concern species', 'Deirochelyinae', 'Chrysemys', 'Turtles of North America', 'Reptiles of Canada', 'Reptiles of the United States', 'Fauna of the Eastern United States', 'Fauna of the Great Lakes region (North America)', 'Fauna of the Plains-Midwest (United States)', 'Reptiles of Ontario', 'Cryozoa', 'Reptiles described in 1783', 'Taxa named by John Edward Gray', 'Symbols of Colorado', 'Symbols of Michigan', 'Langhian first appearances', 'Extant Miocene first appearances', 'Miocene turtles', 'Pliocene turtles', 'Quaternary turtles', 'Symbols of Illinois']"
